# 1966-09-14 TV Schedule for Първа програма
time	title
19:05	Новини
19:10	За децата: "Как Савата се оплете здравата" - картинна книжка от Михаил Лъкатник
19:20	За юношите - филм от серията "Разкази за животните"
19:40	"Повече за обществото - повече за нас" - икономическо предаване
20:00	По света и у нас
20:20	"Обсъждаме проектодирективите" - изказване на минустъра на външната търговия Иван Будинов
20:30	"За човека" - предаване, посветено на Празника на органите на МВР и КДС
20:50	"Срещу 07" - сцени из романа на Андрей Гуляшки
21:35	Фестивал на военния филм: "Гранична застава" и "Зимни ескизи" - късометражни филми
22:05	Новини
