# 2000-05-13 TV Schedule for Ефир 2
time	title
17:00	Баскетбол: Финална среща от Републиканското първенство /жени/ - пряко предаване В паузата: По света и у нас
18:30	Палавници - тв игра
19:00	Монограмът - сериен тв филм /2 епизод/
19:50	Магията на киното /20 епизод/
20:15	Видеоклипове на Даяна Рос
20:40	Дивият свят на Америка - научнопопулярен филм /8 епизод/
21:10	Клуб НЛО"
22:00	По света и у нас
22:10	Топспорт
22:15	Сватбата на Мюриъл - игрален филм /Австралия, 1994 г./, режисьор Пол Хоган, в ролите: Тони Колет, Рейчъл Грифитс и др.
