# 2000-05-13 TV Schedule for Канал 1
time	title
07:15	Телепазарен прозорец
07:30	Специализирано предаване за хора с увреден слух
07:50	Силни тела
08:00	Добро утро
10:30	Палавници - тв игра
11:00	Италианска магия - концерт
11:30	Пресклуб
12:15	В акция
12:30	По света и у нас
12:40	Райска градина - предаване за личното стопанство
13:10	Народно творчество: "Ах, този фолк"
13:40	България днес - Костинброд
14:10	Супермотор спорт
15:10	Мрежата
15:40	Салон на книгата
16:10	Суматоха - минути за култура
17:00	По света и у нас
17:10	Чудният свят на Дисни: "Скъпа, смалих децата" - игрален филм /31 епизод/
18:00	Мело тв мания
18:30	Игри на съдбата - тв игра
19:00	Ах, тези муцуни
19:50	Лека нощ, деца!: "Гугулиада"
20:00	По света и у нас
20:20	Футбол: "Левски" /Сф/ - ЦСКА, среща от първенството на "А" ПФГ - пряко предаване от стадион "Георги Аспарухов"
22:30	Каналето
23:20	По света и у нас
23:30	Златният Орфей - за едно ново начало" - концерт с участието на Лили Иванова, Маргарита Хранова, "Ритон", Петя Буюклиева, "Сигнал", "Тоника", Георги Станчев, "Контрол", Искрен Пецов, Роберта, Васил Найденов, Васил Маринов и др.
01:00	Двойственият град - игрален филм /Великобритания/, режисьор Кевин Алън, в ролите: Дъгри Скот, Дориън Томас, Сю Родерик др.
02:35	Мечката и нейните братя - научнопопулярен филм
03:25	Видеоклипове на Тонтон Давид
03:55	Жозеф Мустаки, наречен Жорж Мустаки - документален филм
04:50	Дивият свят на Америка - научнопопулярен филм /8 епизод/
05:25	Сватбата на Мюриъл- игрален филм /Австралия/
