# 1966-01-02 TV Schedule for Първа програма
# source: https://www.predavatel.com/bg/istoriya/
time	title
18:10	За най-малките: "Кой е най-хубавият кът?" - картинна книжка
18:25	Детски филм
18:35	За средношколците: "Дядо Йоцо гледа" - драматизация по едноименния разказ на Ив. Вазов
19:00	В страната на строящия се комунизъм: "Ит Иличовск до Целиноград:
19:25	Филм от серията "Един ден на мира"
20:00	По света и у нас
20:20	Спортен екран
20:35	"Сурва, сурва година!" - злободневни куплети, епиграми и репризи
21:00	Младежки новогодишен бал - предаване от зала Универсиада
