# 2000-05-17 TV Schedule for Ефир 2
time	title
17:55	По света и у нас
18:05	Квазимодо - анимационен филм /11 епизод/
18:30	Риск печели, риск губи - шоу на Къци Вапцаров
19:00	Дързост и красота - сериен тв филм /278 епизод/
19:45	Магията на киното /25 епизод/
20:10	Дивият свят на Америка - научнопопулярен филм /11 епизод/
20:40	88 клавиша
21:20	Завещание - документален филм /България, 1999г./, режисьор Илко Дундаков
22:00	По света и у нас
22:10	Топспорт
22:15	Кооператив Политбюро" или "Сбогуването ще бъде дълго" - игрален филм /Русия, 1992г./, режисьор Михаил Пташук, в ролите: Алексей Петренко, Михаил Улянов, Валерий Ивченко и др.
23:40	Край на програмата
