# 2000-05-17 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:00	Отдаденост - сериен тв филм /19 епизод/
09:55	Детски свят: "Големият лов на Нанук" - анимационен филм /8 епизод/ и "Щастието на живота" /11 епизод/
10:30	Съкровищата на света
10:45	Курс по английски език "Гледай напред!" /37 урок/
11:10	Зад оградата - сериен тв филм /37 епизод/
12:00	Народно творчество: "Фолклорна дъга"
12:30	По света и у нас
12:40	Специализирано предаване за хора с увреден слух
13:00	Спешно отделение - сериен тв филм /27 епизод/
13:45	С четири конски сили към щастието - документален филм
14:10	Телевизия и балет
14:40	Курс по английски език "Гледай напред!" /60 последен урок/
15:00	По света и у нас
15:05	Светът на чудесата - документална поредица
15:35	Нарисувай ми овца!
16:05	Отдаденост - сериен тв филм /20 последен епизод/
17:00	По света и у нас
17:10	Детски свят: "Огледалната стая"
17:40	Вкусно
17:55	Частен случай
18:00	Всички обичат Реймънд - сериен тв филм /35 епизод/
18:30	Въпроси и отговори
19:00	Зад оградата - сериен тв филм /38 епизод/
19:50	Лека нощ, деца!: "Приказки оттук и там" /3 епизод/
20:00	По света и у нас
20:30	Спешно отделение - сериен тв филм /29 епизод/
21:15	Звезди на кънтримузиката
21:35	Футбол: "Арсенал" - "Галатасарай", финална среща от турнира за Купата на УЕФА - пряко предаване от Копенхаген
00:00	По света и у нас
00:10	Метрополис
00:40	Задният двор - игрален филм /Франция/, ІІ епизод
02:15	Дивият свят на Америка /11 епизод/
02:45	Телевизия и балет
03:15	Светът на чудесата - документална поредица
03:40	Кооператив Политбюро" или "Сбогуването ще бъде дълго" - игрален филм /Русия/
05:05	Видеоклипове на Мадона
05:45	Дързост и красота - сериен тв филм /204 епизод/
