# 2000-06-16 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:00	Дързост и красота - сериен тв филм /293 епизод/
09:40	Детски свят: "Квазимодо" - анимационен филм /4 и 5 епизод/
10:30	За вас, потребители
11:00	Парламентарен контрол
12:30	По света и у нас
12:40	Парламентарен контрол
14:00	Архивите говорят
14:30	Език мой - предаване за българския език
14:45	Лесни отговори на трудни въпроси - предаване за седмокласниците
15:00	По света и у нас
15:05	Атлас: "Тайнственият свят на насекомите"
15:35	По вълните на музиката
16:00	Дързост и красота - сериен тв филм /295 епизод/
16:45	Съкровищата на света
17:00	По света и у нас
17:10	Детски свят: "Здравей!"
17:40	Вкусно
17:50	Часът на Уорнър
18:40	Частен случай
18:45	Европейско първенство по футбол: Чехия - Франция, пряко предаване от Брюж /в паузата: Лека нощ, деца!: "Гугулиада"/
21:00	По света и у нас
21:30	Европейско първенство по футбол: Дания - Холандия, пряко предаване от Ротердам
00:00	По света и у нас
00:15	Джубокс
01:00	Добродетелите на убиеца - сериен тв филм /8 епизод/
01:50	Да съхраним словото в българската песен /І част/
02:50	Архивите говорят
03:20	Австралия - игрален филм /Франция/, режисьор Жан-Жак Андриен, в ролите: Джеръми Айрънс, Фани Ардан, Чеки Карийо, Аниес Сорал и др.
05:20	По вълните на музиката
05:50	Видеоклипове на Аланис Морисет и Шерил Кроу
06:31	Доктор Куин - лечителката - сериен тв филм /11 епизод/
