# 1998-11-24 TV Schedule for Ефир 2
time	title
17:30	Празничен календар: "Великомъченица Екатерина"
17:35	Сладката Канди - детски анимационен филм, 46 eпизод
18:00	Днес
18:05	Във вихъра на времето - тв сериал, 6 епизод
19:00	Стойна преподобна /РТВЦ Благоевград/
19:30	Риск печели, риск губи
19:55	Гол плюс
20:00	Жилет - световен спорт
20:30	На прицел
21:00	Музикален видеококтейл
21:30	Европейски уроци
22:00	Днес
22:10	Топспорт
22:15	Частен случай
22:20	ТВ справочник 2
22:30	Киноклуб на Ефир 2: "Шокър" - игрален филм /САЩ/
