# 1996-12-31 TV Schedule for Ефир 2
time	title
14:30	XX международен фестивал на цирка от Монте Карло (I част)
15:25	Покахонтас - детски анимационен филм
16:10	Новогодишна музикална чуднотека
17:00	Таратата с участието на Силви Вартан
18:10	Звездите - видеоклипове
18:40	Шоуто на Джаспър Карът
19:30	Днес
19:50	Изпълнения на дуета Джон Хайът и Матю Суийт
20:25	Аз не говори английски - комедия (Италия), режисьор Карло Ванцина, в ролите: Паоло Виладжо, Йън Прайс, Марио Бианко и др.
21:55	Особености на националния лов игрален филм (Русия), режисьор Александър Рогожин, в ролите Вилле Хаапасало, Алексей Булдаков, Виктор Бичков, Сергей Куприянов и др.
23:30	От три върха са запели
23:50	Новогодишно приветствие към българския народ на президента на Република България д-р Желю Желев
00:00	Химн на Република България
00:05	За доброто настроение
00:30	Кралете на мамбото - игрален филм (САЩ) с участието на Арманд Асанте, Антонио Бандерас и Марушка Детмерс
02:00	Цвят на нощ - криминална драма с Брус Уилис (САЩ), режисьор Ричард Раш, участват още Джейн Марч, Лесли Ан Уорън, Скот Бакула, Робин Блейдс и др.
04:00	Край на програмата
