# 1996-12-31 TV Schedule for Канал 1
time	title
10:00	Детски свят: "Книга за джунглата" - игрален филм (САЩ), режисьор Стивън Сомърс, в колите Джейсън Скот Лий, Лина Хеди, Сам Нийл, Кери Елуис и др.
12:00	По света и у нас
14:30	Нашата единстена България - съвместна новогодишна пограма на ТВЦ - Русе, Благоевград, Пловдив и Варна
17:00	Милион и един подаръци (I част)
20:00	По света и у нас
20:30	Да е благословено... - новогодишна фолклорна програма (I част)
21:05	Зелен таралеж - забавна програма
22:30	Новогодишно издание на "Клуб НЛО"
23:30	Да е благословено... (II част)
23:50	Новогодишно приветствие към българския народ на президента на Република България д-р Желю Желев
00:00	Химн на Република България
00:05	Да е благословено... (III част)
00:25	На многая лета - празнична програма
01:15	Леле, мале, що сме се уплеле... - забавна програма
02:25	Новогодишна музикална програма на БНТ, ADR, MDR
05:00	Край на програмата
