# 1998-11-28 TV Schedule for Ефир 2
time	title
15:55	Празничен календар: "Св. петнадесет свещеномъченици Тивериополски"
16:00	Лудият от ХIХ етаж - игрален филм /Франция/
17:30	Риск печели, риск губи
17:55	Гол плюс
18:00	Днес
18:05	Специализирано предаване за хора с увреден слух
18:30	Клип купон
19:00	Ах, тези муцуни
20:00	Като лъвовете - тв шоу
21:00	Мария Казарес - живот на актриса - портрет
22:00	Днес
22:10	Топспорт
22:20	Докосвания
22:30	Интеграл: Еди Мичел
23:00	Футбол плюс: "Дерби от Европа"
