# 1998-11-28 TV Schedule for Канал 1
time	title
08:25	Тв пазар
08:30	Добро утро
11:00	Стълбица към небето
11:15	Детски свят
12:00	Европа
12:30	По света и у нас
12:40	Фолклорен концерт
13:25	Мечтата на Естер - 4-сериен тв филм /Франция/, III епизод
14:25	Дивият свят на природата - научнопопулярен филм
15:00	Писма за надежда
15:50	Духът български: "Орфеева земя"
16:20	Под облак - документален филм на Костадин Бонев /I част/
16:50	По света и у нас
17:00	Вариант 3
17:55	Направи си сам
18:10	Нота бене или внимавай в картинката - тв игра
19:00	Чудният свят на Дисни
19:50	Лека нощ, деца!
20:00	По света и у нас
20:15	Панорама
21:30	Спорт
21:35	Фокс-киномания: "Да умреш млад" - игрален филм /САЩ/
23:25	КакАфония
00:05	По света и у нас
00:20	Спортна мрежа
00:50	Отвъд полунощ
01:20	Отдел Убийства" - животът на улицата" - сериен тв филм
02:15	Тв пазар
