# 2000-02-28 TV Schedule for Ефир 2
time	title
17:00	Волейбол: "Левски Сиконко" - ЦСКА /мъже/, пряко предаване
18:30	Риск печели, риск губи - шоу на Къци Вапцаров
19:00	Моят дом
19:15	Дързост и красота - сериен тв филм /226 епизод/
20:00	Щрих: "Пролет"
20:30	Кольо Фичето - документален филм
21:10	Соната N2 за цигулка и пиано от Прокофиев, изпълняват Стойка и Дора Миланови
21:35	Отвъдморски легенди - научнопопулярен филм /6 епизод/
22:00	По света и у нас
22:10	Топспорт
22:15	Последното прелъстяване - игрален филм /САЩ/ режисьор Джон Дал, в ролите: Линда Фиорентино, Питър Бърг, Джей-ти Уолш, Бил Нън и др.
23:45	Интеграл: видеоклипове на тийнейджърски групи
00:15	Край на програмата
