# 2000-02-28 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:30	Страсти под слънцето - сериен тв филм /101 епизод/
10:20	Курс по английски език "Гледай напред!" /15 урок/
10:50	Детски свят: "Улица "Сезам
12:00	Народно творчество: "Плетеница"
12:30	По света и у нас
12:40	Екокамера
13:00	Магията на киното /3 епизод/
13:25	Светът на чудесата - документална поредица
13:50	Хилядолетие днес
14:00	Не тъгувай! - предаване за третата възраст
14:30	Курс по английски език "Гледай напред!" /39 урок/
15:00	По света и у нас
15:05	Британски хоризонти
15:35	Необяснимото - предаване за паранормалните явления
16:05	Страсти под слънцето - сериен тв филм /108 епизод/
17:00	По света и у нас
17:10	Детски свят: "Само за ученици ли...?"
17:40	Вкусно
17:55	Гол плюс
18:00	Шампионска лига
18:45	Частен случай
18:50	Заедно: Стандарти за толерантна журналистика
19:20	Акага в Монтрьо
19:50	Лека нощ, деца!: "Гугулиада" /8 приказка/
20:00	По света и у нас
20:30	Киноцентърът представя: "Понеделник 8 1/2" и "Кладенецът" игрален филм /България/, режисьор Дочо Боджаков, в ролите: Любен Чаталов, Ваня Цветкова, Петър Попйорданов и др.
23:00	Футболна Европа
00:00	По света и у нас
00:10	Телепазарен прозорец
00:25	Мълчалив свидетел - сериен тв филм /11 епизод/
01:20	Годишните времена от Вивалди
02:10	Вечерно куклено шоу
02:40	Светът на чудесата - документална поредица
03:10	Последното прелъстяване - игрален филм /САЩ/
04:45	Отвъдморски легенди - научнопопулярен филм /6 епизод/
05:15	Интеграл: видеоклипове на тийнейджърски групи
05:45	Дързост и красота - сериен тв филм /151 епизод/
