# 2000-12-03 TV Schedule for Канал 1
time	title
07:30	Детски свят: "Сандокан - малайският тигър" - анимационен филм /15 епизод/
08:00	Чай
10:30	Детски свят: "Бон-Бон" и "Неделно междучасие"
11:30	Неделно здраве
11:40	Концерт на Софийската филхармония, диригент Емил Табаков. Творби от Берлиоз: "Мечтание и каприз" за цигулка, солист Негово превъзходителство Доминик Шасар - посланик на Република Франция у нас и увертюра "Бенвентуто Челини"
12:15	В акция
12:30	По света и у нас
12:40	Бразди
13:10	Концерт на лауреатите от националния фестивал за градска песен "Златен кестен" - Петрич /РТВЦ Благоевград/
13:45	Скрита камера
14:05	NBA - професионален баскетбол от САЩ
15:10	Царете на купопа
15:40	Самият човек - тв театър по разкази на Платонов, в изпълнение на Мариус Куркински
17:00	По света и у нас
17:10	Уолт Дисни представя...
18:00	Теглене тиражите на ТОТО 2 и Планета спорт
19:00	Гласове
19:50	Лека нощ, деца!: "Пъргавелчетата във ваканция" /15 епизод/
20:00	По света и у нас
20:30	Неделна киновечер: "Емма" - игрален филм /САЩ/, режисьор Дъглас Макграт, в ролите: Гуинет Полтроу, Софи Томпсън, Тони Колет, Джеймс Козмо и др.
22:30	ТОТР - британска музикална класация
23:00	Дерби от Европа /в паузата: По света и у нас/
01:10	Мода за всички
01:40	Непобедимият кон - игрален филм /Франция/, режисьор Шарлот Брандстом, в ролите: Жан Иан, Бернар Фресон, Ален Дуте и др.
03:15	В акция
03:30	Видеоклипове
03:45	Емма - игрален филм /САЩ/
05:45	Дързост и красота - тв филм /406 епизод/
