# 2000-06-17 TV Schedule for Канал 1
time	title
07:15	Телепазарен прозорец
07:30	Специализирано предаване за хора с увреден слух
07:50	Силни тела
08:00	Добро утро!
10:30	Палавници - тв игра
11:00	За животните с любов
11:30	Пресклуб
12:15	В акция
12:30	По света и у нас
12:40	Райска градина - предаване за личното стопанство
13:10	Народно творчество: "От дума на дума"
13:40	Портрети: Николай Хайтов
14:10	Супермотор спорт
14:50	Съкровищата на света - документална поредица
15:05	Фотоматон
15:35	Салон на книгата
16:05	Суматоха - минути за култура
16:55	Национален календар: "Петдесетница"
17:00	По света и у нас
17:10	Чудният свят на Дисни: "Скъпа, смалих децата" - тв филм /36 епизод/
18:00	Класация на "Мело тв мания"
18:15	Игри на съдбата - тв игра
18:45	Европейско първенство по футбол: Румъния - Португалия, пряко предаване от Арнхайм /в паузата: Лека нощ, деца!: "Гугулиада"/
21:00	По света и у нас
21:30	Европейско първенство по футбол: Англия - Германия, пряко предаване от Шарлероа
00:00	По света и у нас
00:15	Приключение в Америка - игрален филм /Франция/, режисьор Жан-Пол Саломе, в ролите: Ема де Кон, Юдит Анри, Юбер Кунде, Естел Ларива и др.
01:55	Да съхраним словото в българската песен /ІІ част/
02:55	В акция
03:10	Пътешествия: Токио
04:00	Затвори очи - игрален филм /Англия/, режисьор Никълъс Роуг, в ролите: Джули Кристи, Доналд Съдърланд, Хилъри Мейсън и др.
05:45	Видеоклипове на група "Тото"
06:30	Доктор Куин - лечителката - сериен тв филм /12 епизод/
