# 2000-12-08 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:30	Телепазарен прозорец
09:45	Детски свят: Улица "Сезам"
10:45	Из залите на Националния исторически музей
11:00	Парламентарен контрол
12:30	По света и у нас
12:40	Парламентарен контрол
14:00	Чудото с българина
14:30	Език мой
14:45	Очи в очи с животните
15:00	По света и у нас
15:05	Телепазарен прозорец
15:20	Атлас: "Градът на светците"
15:55	Огледалце, огледалце - тв филм /15 епизод/
16:25	NBA - баскетболно шоу на професионалистите
16:55	Национален календар: "165 години от рождението на Николай Павлович"
17:00	По света и у нас
17:10	Новини на турски език
17:20	Дързост и красота - тв филм /409 епизод/
18:00	Вкусно
18:10	Детски свят: "Само за ученици ли…"
18:35	Часът на Уорнър
19:25	Европа
19:50	Лека нощ, деца!: "Цветчетата" /5 епизод/
20:00	По света и у нас
20:30	Панорама
21:30	Всеки вторник с Мори - игрален филм /САЩ/, режисьор Мик Джаксън, в ролите: Джак Лемън, Ханк Азария, Уенди Мониц и др.
23:00	Джубокс
23:50	По света и у нас
00:00	Хайде на бал - с участието на "БТР", "Уикеда", "Сленг", "Д2", "Бейби Фейс Клан", "Кокомания" и др.
01:00	Неразкрити убийства - тв филм /24 епизод/
01:45	24 квадрата
02:15	Видеоклипове на Серж Генсбург
03:05	Страсти под слънцето - тв филм /110 епизод/
03:55	Видеоклипове на Уитни Хюстън
04:30	Франческо Боромини" - документален филм
05:30	Видеоклипове
05:45	Всеки вторник с Мори - игрален филм /САЩ/
