# 2000-05-14 TV Schedule for Ефир 2
time	title
17:55	По света и у нас
18:05	Квазимодо - анимационен филм /9 епизод/
18:30	Народно творчество: "Бог да е с теб"
19:00	Монограмът - сериен тв филм /3 епизод/
19:50	Магията на киното /21 епизод/
20:15	Видеоклипове на Стефан Ейшер
20:45	Дивият свят на Америка - научнопопулярен филм /9 епизод/
21:15	Форте - българският Топ 20
22:00	По света и у нас
22:10	Топспорт
22:15	NBA - професионален баскетбол от САЩ
23:15	Пърси и Гръмотевицата - игрален филм /САЩ/, режисьор Айван Диксън,в ролите: Глория Фостър, Джеймс Арл Джоунс, Зейкс Моке и др.
