# 2000-05-14 TV Schedule for Канал 1
time	title
07:15	Телепазарен прозорец
07:30	Детски свят: "Големият лов на Нанук"- анимационен филм /6 епизод/
08:00	Чай
10:30	Детски свят: "Спукано гърне" и "Неделно междучасие"
11:30	Неделно здраве
11:40	Обеден концерт: "Джаз-роял" - с участието на пианистите Ангел Заберски - младши, Антони Дончев, Васил Пармаков и Румен Тосков
12:30	По света и у нас
12:40	Бразди
13:10	Народно творчество: "Фолклорна дъга"
13:40	В начало беше Словото
14:10	Скрита камера
14:35	Великите готвачи /1 епизод/
15:05	Големите писатели на ХХ век: Хърбърт Уелс
16:10	Хит минус едно
17:00	По света и у нас
17:10	Уолт Дисни представя...
18:00	Теглене тиражите на ТОТО 2 и "Планета "Спорт"
19:00	Гласове
19:50	Лека нощ, деца!: "Гугулиада"
20:00	По света и у нас
20:30	Крадецът си е крадец - 23-сериен тв филм /Канада/, 1 епизод, режисьор Джон Ву, в ролите: Сандрин Холт, Иван Сергей, Николас Лий, Робърт Ито и др.
22:00	Футбол плюс: "Дерби от Европа"
00:00	По света и у нас
00:15	Моден свят
00:45	Видеоклипове на "Бойз ту мен"
01:35	Пърси и Гръмотевицата - игрален филм /САЩ/
03:05	Видеоклипове
03:15	Асовете - игрален филм /Англия, Франция, 1976 г./, режисьор Джак Голд, в ролите: Малкълм Макдауъл, Кристофър Плъмър и др.
05:10	Видеоклипове на Стефан Ейшер
05:45	Дързост и красота - сериен тв филм /201 епизод/
