# 1995-12-12 TV Schedule for Канал 1
time	title
07:30	Добро утро, София!
08:00	Добър ден, България!
10:00	Странното завръщане на Диана Саласар, 78 еп.
10:45	Тв пазар
17:15	Тв пазар
17:30	По света и у нас
17:35	Екокамера
18:00	Фамилия топшоу
18:50	Тв справочник
19:10	Теглене на жребия за световното първенство по футбол
20:50	По света и у нас
21:20	Спортни новини
21:25	Плюс - минус
21:35	Отзвук
21:50	Доктор Куин, лечителката, 8 еп.
22:40	Изборът
23:40	По света и у нас
23:50	Сбогом, принцесо /Португалия, Испания, Франция/
01:25	Тв пазар
