# 2000-03-01 TV Schedule for Канал 1
time	title
06:30	Сутрешен блок
09:30	Страсти под слънцето - сериен тв филм /103 епизод/
10:20	Курс по английски език "Гледай напред!" /16 урок/
10:50	Детски свят: "Грозното пате" - анимационен филм /23 и 24 епизод/
11:45	Американски пътешественик - документална поредица /4 епизод/
12:00	Народно творчество: "Кукерски карнавал в Перник"
12:30	По света и у нас
12:40	Светът на чудесата - документална поредица
13:05	Последен ход - сериен тв филм /3 епизод/
14:00	Чудото с българина
14:30	Курс по английски език "Гледай напред!" /40 урок/
15:00	По света и у нас
15:05	Хроника на войната 1876 - 1878 /І част/
15:40	Атлас: "Там, където слънцето изгрява от север"
16:10	Страсти под слънцето - сериен тв филм /110 епизод/
17:00	По света и у нас
17:10	Детски свят: "Защо?"
17:40	Вкусно
17:55	Гол плюс
18:00	Архивите говорят
18:30	Въпроси и отговори
19:00	Частен случай
19:05	Американски пътешественик - документална поредица /10 епизод/
19:20	Големите игри - сериен тв филм /10 епизод/
19:50	Лека нощ, деца!: Гугулиада" /10 приказка/
20:00	По света и у нас
20:30	Последен ход - сериен тв филм /4 последен епизод/
21:30	Шампионска лига: "Фиорентина" - "Валенсия", пряко предаване от Флоренция
23:35	Метрополис
00:05	По света и у нас
00:15	Телепазарен прозорец
00:30	Шампионска лига: репортажи
01:15	Лекари за народите - сериен тв филм /2 епизод/
02:40	Светът на чудесата - документална поредица
03:10	Където са момчетата - игрален филм /САЩ/
04:45	Отвъдморски легенди - научнопопулярен филм /8 епизод/
05:15	Интеграл: видеоклипове на Марк Лавоан /ІІ част/
05:45	Дързост и красота - сериен тв филм /152 епизод/
