# 2000-03-01 TV Schedule for Ефир 2
time	title
17:55	По света и у нас
18:05	Грозното пате - анимационен филм /39 епизод/
18:30	Риск печели, риск губи - шоу на Къци Вапцаров
19:00	Моят дом
19:15	Дързост и красота - сериен тв филм /228 епизод/
20:00	Морски войни - научнопопулярен филм
20:50	Джаз тайм
21:30	Отвъдморски легенди - научнопопулярен филм /8 епизод/
22:00	По света и у нас
22:10	Топспорт
22:15	Където са момчетата" - игрален филм /САЩ/ режисьор Хай Ейвърбек, в ролите: Лиза Хартман, Ръсел Тод, Лорна Лъфт и др.
23:45	Интеграл: видеоклипове на Марк Лавоан /І част/
00:15	Край на програмата
