# 2000-12-02 TV Schedule for Канал 1
time	title
07:15	Телепазарен прозорец
07:30	Специализирано предаване за хора с увреден слух
07:50	Силни тела
08:00	Добро утро!
10:30	Детски свят: "Палавници" - тв игра
11:00	За животните с любов
11:30	История на френския джаз /II част/
12:30	По света и у нас
12:40	Ах, този фолк!
13:10	Минута е много - тв състезание
13:40	Сбогом, столетие: "Мостовете между два века"
14:10	Супермотор спорт
14:50	Като лъвовете - детско тв шоу
15:40	Салон на книгата
16:10	Суматоха
17:00	По света и у нас
17:10	Чудният свят на Дисни: "Скъпа, смалих децата" - игрален филм /52 епизод/
18:00	Мело тв мания
18:30	Игри на съдбата - тв игра
19:00	Ах, тези муцуни
19:50	Лека нощ, деца!: "Пъргавелчетата във ваканция" /14 епизод/
20:00	По света и у нас
20:30	Кинопарад: "Жива бомба" - игрален филм /САЩ/, режисьор Кристиан Дюге, в ролите: Пиърс Броснан, Рон Силвър, Бен Крос и др.
21:55	Балкански коне - международен музикален проект /І част/
22:20	Клуб "НЛО"
23:10	Балкански коне - международен музикален проект /ІІ част/
00:20	По света и у нас
00:35	Тийнейджъри - игрален филм /Франция/, режисьор Шарлот Брандстом, в ролите: Жан Иан, Бернар Фресон, Ален Дуте и др.
02:10	Видеоклипове на Серж Генсбург
02:45	Страсти под слънцето - тв филм /105 епизод/
03:35	Сбогом, столетие
04:05	Видеоклипове на "Ниагара"
04:45	От и за Великобритания
05:05	Когато Япония се отвори към света - документален филм
06:00	Понеделнишки деца - игрален филм /Русия/, режисьор Ала Сурикова, в ролите: Ирина Розанова, Игор Скляр, Виктор Павлов и др.
