# 1999-09-20 TV Schedule for Канал 1
time	title
09:00	Неделно благовестие
11:00	Детски свят
11:30	Обеден концерт
12:30	По света и у нас
12:40	Бразди
13:10	Народно творчество: Омайница-портрет на певицата Лиляна Галевска
13:50	Златният век -8 серия
14:50	ТВ спорт
15:40	Интеграл: клипове на Флоран Пани
16:10	Атлас
17:00	По света и у нас
17:10	Детски свят
17:25	Незабравената богиня -научнопопулярен филм
18:20	110 години БДЖ
18:45	Теглене тиражите на ТОТО 2
19:00	Уолт Дисни представя...
19:50	Лека нощ деца!
20:00	По света и у нас
20:30	Опасна жена-игрален филм /САЩ/
22:10	24 квадрата
22:40	Мис България ’98"
23:30	По света и у нас
