# 2000-06-10 TV Schedule for Канал 1
time	title
07:15	Телепазарен прозорец
07:30	Специализирано предаване за хора с увреден слух
07:50	Силни тела
08:00	Добро утро!
10:30	Палавници - тв игра
11:00	Детски свят: "Парад на детската песен"
11:30	Пресклуб
12:15	В акция
12:30	По света и у нас
12:40	Райска градина - предаване за личното стопанство
13:10	Народно творчество: "Ах, този фолк"
13:40	България днес: Радомир
14:10	Суматоха - минути за култура
15:00	Чудният свят на Дисни: "Скъпа, смалих децата" - игрален филм /35 епизод/
15:50	Футбол: "Левски" - "Пирин"/Бл/, среща от "А"ПФГ и закриване на първенството 1999/2000г. - пряко предаване от стадион "Георги Аспарухов"
18:00	Мело тв мания
18:30	Игри на съдбата - тв игра
19:00	Ах, тези муцуни!
19:50	Лека нощ, деца!: "Коки" /13 епизод/
20:00	По света и у нас
20:30	Вили Казасян бенд
21:00	Откриване на Европейското първенство по футбол в Белгия и Холандия
21:40	Европейско първенство по футбол: Белгия - Швеция - пряко предаване от Брюксел
00:00	По света и у нас
00:15	Жената от влака - игрален филм /Италия/, І част, режисьор Карло Лидзани, в ролите: Антоанела Фатори, Алесио Бони, Ренато де Кармине и др.
01:55	В акция
02:10	Клубно парти с Михаел Кутнер
02:50	Две луни - игрален филм /Полша/, режисьор Анджей Барански, в ролите: Божена Адамек, Беата Тишкевич, Артур Барчис и др.
05:05	Видеоклипове на "Бойз ту мен"
06:00	Факторът наследство - научнопопулярен филм
06:30	Доктор Куин - лечителката - сериен тв филм /6 епизод/
